,id,date,month,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,query,price/sqft,price_zipcode,recommendation,season,price/sqft_season,sell_price
38,2988800011,2015-04-14,4,244000.0,3,1.0,2000,15900,1.0,0,0,3,6,1000,1000,1948,0,98178,47.4816,-122.233,1760,10500,"47.4816,-122.233",15.345911949685535,38.42706728299949,buy,spring,27.687504293655834,317200.0
39,3878900464,2015-05-04,5,229500.0,2,1.75,1870,6625,1.0,0,0,3,7,960,910,1948,0,98178,47.5071,-122.249,1680,6000,"47.5071,-122.249",34.64150943396226,38.42706728299949,buy,spring,27.687504293655834,252450.00000000003
40,6874200960,2015-02-27,2,170000.0,2,1.0,860,5265,1.0,0,0,3,6,860,0,1931,0,98178,47.5048,-122.272,1650,8775,"47.5048,-122.272",32.288698955365625,38.42706728299949,buy,winter,28.799999999999997,187000.00000000006
41,1123049053,2015-02-13,2,360000.0,4,2.5,1840,9611,2.0,0,0,3,7,1840,0,1996,0,98178,47.4964,-122.251,1830,8505,"47.4964,-122.251",37.457080428675475,38.42706728299949,buy,winter,28.799999999999997,396000.00000000006
42,3348401740,2015-01-27,1,188000.0,2,1.5,1120,17487,1.0,0,0,3,6,1120,0,1924,0,98178,47.5024,-122.271,1690,8056,"47.5024,-122.271",10.75084348373077,38.42706728299949,buy,winter,28.799999999999997,244400.0
43,185000118,2015-02-23,2,212000.0,4,2.0,1880,7500,1.0,0,0,5,6,980,900,1946,0,98178,47.495,-122.266,1670,14350,"47.495,-122.266",28.266666666666666,38.42706728299949,buy,winter,28.799999999999997,275600.0
44,3352400004,2015-01-29,1,184500.0,2,1.0,720,5880,1.0,0,0,3,6,720,0,1940,0,98178,47.5056,-122.27,1440,7200,"47.5056,-122.27",31.377551020408163,38.42706728299949,buy,winter,28.799999999999997,202950.00000000003
45,3800008,2015-02-24,2,178000.0,5,1.5,1990,18200,1.0,0,0,3,7,1990,0,1960,0,98178,47.4938,-122.262,1860,8658,"47.4938,-122.262",9.780219780219781,38.42706728299949,buy,winter,28.799999999999997,231400.0
46,4327600010,2015-02-02,2,336000.0,3,3.0,1790,13350,1.0,0,0,3,7,1190,600,1988,0,98178,47.4958,-122.262,1740,10624,"47.4958,-122.262",25.168539325842698,38.42706728299949,buy,winter,28.799999999999997,436800.0
47,3352400330,2015-03-27,3,216000.0,2,1.0,1810,10360,1.0,0,0,3,6,1010,800,1946,0,98178,47.5039,-122.266,1810,10360,"47.5039,-122.266",20.84942084942085,38.42706728299949,buy,winter,28.799999999999997,280800.0
48,9282800065,2015-03-29,3,203000.0,3,1.75,1190,6000,1.0,0,0,3,7,1190,0,1952,2015,98178,47.5026,-122.236,1200,6000,"47.5026,-122.236",33.833333333333336,38.42706728299949,buy,winter,28.799999999999997,223300.00000000003
49,4058801230,2015-03-05,3,256000.0,4,1.75,1270,6825,1.0,0,2,3,7,1270,0,1950,0,98178,47.5051,-122.242,1800,6930,"47.5051,-122.242",37.50915750915751,38.42706728299949,buy,winter,28.799999999999997,281600.0
50,7812800681,2015-01-02,1,166000.0,2,1.0,870,8487,1.0,0,0,4,6,870,0,1944,0,98178,47.4955,-122.239,1350,6850,"47.4955,-122.239",19.55932602804289,38.42706728299949,buy,winter,28.799999999999997,215800.0
51,3348401382,2015-02-10,2,318000.0,3,2.25,1690,12662,1.0,0,0,5,7,1090,600,1982,0,98178,47.4972,-122.264,1950,9642,"47.4972,-122.264",25.11451587426947,38.42706728299949,buy,winter,28.799999999999997,413400.0
52,182000350,2015-03-25,3,287500.0,5,2.0,2020,67953,1.5,0,0,4,7,1620,400,1936,0,98178,47.4891,-122.263,1270,13198,"47.4891,-122.263",4.230865451120628,38.42706728299949,buy,winter,28.799999999999997,373750.0
53,7812801125,2015-01-12,1,222900.0,2,1.0,1110,6411,1.0,0,0,3,6,1110,0,1944,0,98178,47.4962,-122.242,1150,6504,"47.4962,-122.242",34.76836686944314,38.42706728299949,buy,winter,28.799999999999997,245190.0
54,7657000085,2015-02-02,2,218000.0,2,1.5,2010,7755,2.0,0,0,3,7,2010,0,1952,0,98178,47.4947,-122.233,1360,8037,"47.4947,-122.233",28.110896196002578,38.42706728299949,buy,winter,28.799999999999997,283400.0
55,1423049029,2015-03-06,3,265000.0,4,1.75,1970,8390,1.0,0,0,3,7,1140,830,1955,0,98178,47.4861,-122.251,1710,10890,"47.4861,-122.251",31.58522050059595,38.42706728299949,buy,winter,28.799999999999997,291500.0
56,1123049027,2015-03-19,3,157500.0,3,1.0,1100,27008,1.0,0,0,3,6,960,140,1935,0,98178,47.4963,-122.249,1280,8890,"47.4963,-122.249",5.8316054502369665,38.42706728299949,buy,winter,28.799999999999997,204750.0
57,2172000285,2015-03-23,3,254500.0,2,1.0,1150,11250,1.0,0,0,3,6,1150,0,1920,0,98178,47.486,-122.264,1100,11400,"47.486,-122.264",22.622222222222224,38.42706728299949,buy,winter,28.799999999999997,330850.00000000006
58,1423049019,2015-03-31,3,220000.0,2,1.0,580,7500,1.0,0,0,3,5,580,0,1943,0,98178,47.4852,-122.251,1700,11250,"47.4852,-122.251",29.333333333333332,38.42706728299949,buy,winter,28.799999999999997,242000.00000000003
59,7812800855,2015-03-11,3,159100.0,2,1.0,790,7095,1.0,0,0,3,6,790,0,1944,0,98178,47.4928,-122.239,1150,7200,"47.4928,-122.239",22.424242424242426,38.42706728299949,buy,winter,28.799999999999997,206830.0
60,7657000540,2015-03-04,3,260000.0,4,1.0,1220,7980,1.5,0,0,3,6,1220,0,1944,0,98178,47.4924,-122.237,1210,7920,"47.4924,-122.237",32.581453634085214,38.42706728299949,buy,winter,28.799999999999997,286000.0
61,4440400155,2015-01-06,1,190000.0,3,1.0,1280,5100,1.0,0,0,3,7,880,400,1961,0,98178,47.5035,-122.259,1360,6120,"47.5035,-122.259",37.254901960784316,38.42706728299949,buy,winter,28.799999999999997,209000.00000000003
62,7812801785,2015-02-18,2,221347.0,3,2.0,1580,6655,1.0,0,0,3,6,790,790,1944,0,98178,47.4927,-122.248,1090,6655,"47.4927,-122.248",33.26025544703231,38.42706728299949,buy,winter,28.799999999999997,243481.7
63,3352401037,2015-01-08,1,224000.0,3,1.75,1760,6300,1.0,0,0,3,7,1060,700,1963,0,98178,47.5003,-122.26,1340,7300,"47.5003,-122.26",35.55555555555556,38.42706728299949,buy,winter,28.799999999999997,246400.00000000003
64,3969300030,2014-07-23,7,165000.0,4,1.0,1000,7134,1.0,0,0,3,6,1000,0,1943,0,98178,47.4897,-122.24,1020,7138,"47.4897,-122.24",23.128679562657695,38.42706728299949,buy,summer,28.042649098474342,214500.0
65,1180003090,2014-09-06,9,190000.0,2,1.0,630,6000,1.0,0,0,3,6,630,0,1943,2005,98178,47.4973,-122.221,1470,6840,"47.4973,-122.221",31.666666666666668,38.42706728299949,buy,summer,28.042649098474342,209000.00000000003
66,5476200160,2014-07-25,7,164808.0,3,1.0,1250,5411,1.0,0,0,3,7,1250,0,1980,0,98178,47.5064,-122.265,1490,6320,"47.5064,-122.265",30.457956015523934,38.42706728299949,buy,summer,28.042649098474342,181288.80000000002
67,3810000565,2014-07-02,7,255000.0,4,2.0,2430,8960,1.0,0,0,3,7,1430,1000,1960,0,98178,47.4979,-122.232,2430,8960,"47.4979,-122.232",28.459821428571427,38.42706728299949,buy,summer,28.042649098474342,280500.0
68,3810000202,2014-09-05,9,251700.0,3,2.25,1810,11800,1.0,0,0,3,7,1240,570,1977,0,98178,47.4997,-122.231,1810,5641,"47.4997,-122.231",21.33050847457627,38.42706728299949,buy,summer,28.042649098474342,327210.0
69,4058802105,2014-09-04,9,150000.0,3,1.0,1450,6776,1.0,0,0,3,7,1450,0,1952,0,98178,47.5056,-122.244,1680,7200,"47.5056,-122.244",22.136953955135773,38.42706728299949,buy,summer,28.042649098474342,195000.0
70,7887200390,2014-09-26,9,294000.0,3,1.0,1320,9520,1.0,0,0,3,7,990,330,1953,0,98178,47.4857,-122.253,1460,10610,"47.4857,-122.253",30.88235294117647,38.42706728299949,buy,summer,28.042649098474342,323400.0
71,5476200123,2014-07-10,7,200000.0,4,2.0,2090,6630,1.0,0,0,3,7,1070,1020,1974,0,98178,47.5077,-122.268,1550,7980,"47.5077,-122.268",30.165912518853695,38.42706728299949,buy,summer,28.042649098474342,220000.00000000003
72,7813200115,2014-09-04,9,100000.0,2,1.0,790,6426,1.0,0,0,3,6,790,0,1944,0,98178,47.4933,-122.245,1380,6946,"47.4933,-122.245",15.56178026766262,38.42706728299949,buy,summer,28.042649098474342,130000.0
73,7657000165,2014-07-30,7,200000.0,4,1.0,1070,7467,1.5,0,0,3,7,1070,0,1944,0,98178,47.4942,-122.235,1160,7467,"47.4942,-122.235",26.784518548279095,38.42706728299949,buy,summer,28.042649098474342,260000.0
74,3348401584,2014-08-21,8,210000.0,3,1.75,1400,7300,2.0,0,0,3,6,1400,0,1948,0,98178,47.4999,-122.268,1440,10825,"47.4999,-122.268",28.767123287671232,38.42706728299949,buy,summer,28.042649098474342,231000.00000000003
75,3352402195,2014-07-16,7,169000.0,3,1.0,890,7110,1.0,0,0,3,6,890,0,1957,0,98178,47.4971,-122.261,1100,8375,"47.4971,-122.261",23.769338959212376,38.42706728299949,buy,summer,28.042649098474342,219700.0
76,1180008315,2014-07-15,7,212000.0,3,1.0,1040,6800,1.0,0,0,5,6,1040,0,1951,0,98178,47.492,-122.224,1430,6080,"47.492,-122.224",31.176470588235293,38.42706728299949,buy,summer,28.042649098474342,233200.00000000003
77,8069000216,2014-07-22,7,356200.0,3,2.0,1690,10062,1.0,0,2,5,7,940,750,1928,0,98178,47.5102,-122.241,2390,6650,"47.5102,-122.241",35.400516795865634,38.42706728299949,buy,summer,28.042649098474342,391820.00000000006
78,7657000225,2014-07-19,7,205000.0,3,1.0,860,7467,1.0,0,0,3,6,860,0,1944,0,98178,47.4947,-122.237,1280,7467,"47.4947,-122.237",27.454131511986073,38.42706728299949,buy,summer,28.042649098474342,266500.0
79,7689600650,2014-09-17,9,323500.0,3,3.0,2240,11536,2.0,0,0,3,7,2240,0,1943,2005,98178,47.4886,-122.245,1650,8760,"47.4886,-122.245",28.042649098474342,38.42706728299949,buy,summer,28.042649098474342,420550.0
80,3352400325,2014-07-24,7,225000.0,3,1.5,1220,8345,1.5,0,0,3,7,1220,0,1931,0,98178,47.5038,-122.266,1880,10169,"47.5038,-122.266",26.962252846015577,38.42706728299949,buy,summer,28.042649098474342,292500.0
81,3878900395,2014-07-28,7,323000.0,3,1.75,1830,12500,1.0,0,1,3,7,1200,630,1947,0,98178,47.5087,-122.25,1830,7300,"47.5087,-122.25",25.84,38.42706728299949,buy,summer,28.042649098474342,419900.0
82,7812800775,2014-09-10,9,264250.0,3,1.0,1420,7420,1.5,0,0,3,6,1420,0,1944,0,98178,47.4949,-122.239,1290,6600,"47.4949,-122.239",35.613207547169814,38.42706728299949,buy,summer,28.042649098474342,290675.0
83,6002400030,2014-08-14,8,324950.0,4,1.75,2320,9240,1.0,0,0,3,7,1160,1160,1959,2014,98178,47.4909,-122.257,2130,7320,"47.4909,-122.257",35.167748917748916,38.42706728299949,buy,summer,28.042649098474342,357445.0
84,4058802255,2014-07-24,7,219950.0,2,1.0,990,6448,1.0,0,0,3,7,990,0,1948,0,98178,47.5031,-122.245,1130,7200,"47.5031,-122.245",34.1113523573201,38.42706728299949,buy,summer,28.042649098474342,241945.00000000003
85,7689600330,2014-08-13,8,207000.0,3,1.0,860,7740,1.0,0,0,3,6,860,0,1960,0,98178,47.4906,-122.244,980,7200,"47.4906,-122.244",26.74418604651163,38.42706728299949,buy,summer,28.042649098474342,269100.0
86,2172000035,2014-08-21,8,190000.0,2,1.0,930,11450,1.0,0,0,3,6,930,0,1946,0,98178,47.4862,-122.264,1150,11450,"47.4862,-122.264",16.593886462882097,38.42706728299949,buy,summer,28.042649098474342,247000.0
87,7812800995,2014-09-05,9,200000.0,2,1.0,790,5985,1.0,0,0,3,6,790,0,1944,0,98178,47.4941,-122.24,1030,5985,"47.4941,-122.24",33.41687552213868,38.42706728299949,buy,summer,28.042649098474342,220000.00000000003
88,4059400515,2014-09-09,9,229950.0,2,1.0,920,7716,1.0,0,0,3,6,920,0,1944,0,98178,47.5028,-122.243,1410,7128,"47.5028,-122.243",29.801710730948678,38.42706728299949,buy,summer,28.042649098474342,252945.00000000003
89,3348401622,2014-07-31,7,223000.0,3,2.0,1310,8440,1.0,0,0,5,6,1310,0,1951,0,98178,47.5003,-122.269,1790,10775,"47.5003,-122.269",26.421800947867297,38.42706728299949,buy,summer,28.042649098474342,289900.0
90,7961500010,2014-08-06,8,245000.0,3,2.25,2210,10794,1.0,0,0,3,7,1540,670,1967,0,98178,47.4911,-122.224,2230,10753,"47.4911,-122.224",22.69779507133593,38.42706728299949,buy,summer,28.042649098474342,318500.0
91,4060000020,2014-09-18,9,299980.0,4,1.5,1580,10230,1.0,0,0,3,6,790,790,1945,2008,98178,47.5002,-122.246,1130,6955,"47.5002,-122.246",29.32355816226784,38.42706728299949,buy,summer,28.042649098474342,329978.0
92,2171400199,2014-09-04,9,277554.0,5,2.25,2350,13000,1.0,0,0,3,7,2350,0,1961,0,98178,47.4939,-122.256,1570,11440,"47.4939,-122.256",21.35030769230769,38.42706728299949,buy,summer,28.042649098474342,360820.2
93,4060000170,2014-08-20,8,255000.0,2,1.0,1260,7810,2.0,0,0,3,6,1260,0,1945,0,98178,47.5003,-122.248,1260,7755,"47.5003,-122.248",32.65044814340589,38.42706728299949,buy,summer,28.042649098474342,280500.0
94,7812800215,2014-08-08,8,235000.0,4,1.0,1500,6360,1.5,0,0,3,6,1500,0,1944,0,98178,47.4979,-122.24,1190,6360,"47.4979,-122.24",36.9496855345912,38.42706728299949,buy,summer,28.042649098474342,258500.00000000003
95,7657000210,2014-08-18,8,280000.0,3,1.75,1550,7410,1.5,0,0,5,7,1550,0,1944,0,98178,47.4951,-122.237,1250,7467,"47.4951,-122.237",37.78677462887989,38.42706728299949,buy,summer,28.042649098474342,308000.0
96,7657000540,2014-09-02,9,165000.0,4,1.0,1220,7980,1.5,0,0,3,6,1220,0,1944,0,98178,47.4924,-122.237,1210,7920,"47.4924,-122.237",20.67669172932331,38.42706728299949,buy,summer,28.042649098474342,214500.0
97,2144800146,2014-08-26,8,257500.0,3,2.0,1300,9334,1.0,0,0,5,7,1300,0,1981,0,98178,47.4865,-122.238,2210,9636,"47.4865,-122.238",27.587315191772017,38.42706728299949,buy,summer,28.042649098474342,334750.0
98,7878400043,2014-08-05,8,185000.0,3,1.75,1080,9262,1.0,0,0,3,7,1080,0,1968,0,98178,47.4883,-122.248,1090,9262,"47.4883,-122.248",19.974087670049666,38.42706728299949,buy,summer,28.042649098474342,240500.0
99,3969300030,2014-12-29,12,239900.0,4,1.0,1000,7134,1.0,0,0,3,6,1000,0,1943,0,98178,47.4897,-122.24,1020,7138,"47.4897,-122.24",33.62769834594898,38.42706728299949,buy,fall,28.600694444444443,263890.0
100,7878400135,2014-11-20,11,355000.0,3,2.25,2550,9674,1.0,0,0,3,7,1850,700,1959,0,98178,47.4856,-122.247,2240,9674,"47.4856,-122.247",36.69629935910688,38.42706728299949,buy,fall,28.600694444444443,390499.99999999994
101,179003055,2014-11-13,11,210000.0,3,1.0,1200,7500,1.0,0,0,3,6,1200,0,1905,1989,98178,47.4921,-122.275,1010,7000,"47.4921,-122.275",28.0,38.42706728299949,buy,fall,28.600694444444443,273000.0
102,3352402250,2014-10-21,10,119900.0,2,1.0,700,3180,1.0,0,0,3,6,480,220,1951,0,98178,47.4976,-122.262,1760,6360,"47.4976,-122.262",37.704402515723274,38.42706728299949,buy,fall,28.600694444444443,131890.00000000003
103,399000195,2014-10-20,10,200000.0,3,1.0,960,7500,1.0,0,0,3,6,960,0,1953,0,98178,47.4966,-122.255,1250,6000,"47.4966,-122.255",26.666666666666668,38.42706728299949,buy,fall,28.600694444444443,260000.0
104,2328800130,2014-12-17,12,220000.0,3,1.75,1900,7680,1.0,0,0,3,7,1260,640,1959,0,98178,47.5081,-122.266,2000,7740,"47.5081,-122.266",28.645833333333332,38.42706728299949,buy,fall,28.600694444444443,242000.00000000003
105,185000161,2014-10-15,10,261000.0,3,1.0,1780,7800,1.0,0,0,3,7,1060,720,1957,0,98178,47.4932,-122.263,1450,7800,"47.4932,-122.263",33.46153846153846,38.42706728299949,buy,fall,28.600694444444443,287100.0
106,8068000305,2014-11-04,11,241000.0,3,1.0,1150,10000,1.0,0,0,3,6,1000,150,1951,0,98178,47.5075,-122.262,1340,10000,"47.5075,-122.262",24.1,38.42706728299949,buy,fall,28.600694444444443,313300.0
107,7812800865,2014-11-19,11,170000.0,2,1.0,810,9882,1.0,0,0,3,6,810,0,1944,0,98178,47.4925,-122.239,950,7200,"47.4925,-122.239",17.202995345071848,38.42706728299949,buy,fall,28.600694444444443,221000.0
108,7657600195,2014-11-05,11,199950.0,3,1.0,1340,7260,1.5,0,0,3,6,1340,0,1944,0,98178,47.4934,-122.237,1210,7260,"47.4934,-122.237",27.541322314049587,38.42706728299949,buy,fall,28.600694444444443,259935.0
109,7812800515,2014-10-25,10,159075.0,4,1.5,1580,6200,1.0,0,0,3,6,790,790,1944,0,98178,47.4971,-122.24,1320,6499,"47.4971,-122.24",25.657258064516128,38.42706728299949,buy,fall,28.600694444444443,206797.5
110,7390400026,2014-11-24,11,315000.0,4,1.75,1850,8580,1.0,0,0,3,7,1140,710,1960,0,98178,47.4877,-122.24,2210,9240,"47.4877,-122.24",36.71328671328671,38.42706728299949,buy,fall,28.600694444444443,346500.0
111,179000505,2014-10-24,10,257000.0,3,1.75,1800,9000,1.0,0,0,3,7,1200,600,1961,0,98178,47.4932,-122.278,980,6000,"47.4932,-122.278",28.555555555555557,38.42706728299949,buy,fall,28.600694444444443,334100.0
112,3352401090,2014-11-13,11,238950.0,2,1.0,1190,11400,1.0,0,0,3,7,1190,0,1951,0,98178,47.5012,-122.265,1410,11400,"47.5012,-122.265",20.960526315789473,38.42706728299949,buy,fall,28.600694444444443,310635.0
113,2144800311,2014-11-13,11,315000.0,2,1.0,2080,14659,1.0,0,0,3,7,1040,1040,1960,0,98178,47.4858,-122.231,1920,15208,"47.4858,-122.231",21.48850535507197,38.42706728299949,buy,fall,28.600694444444443,409500.0
